Name,Season,Lg,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
De'Aaron Fox,Career,NBA,154.0,141.0,29.7,5.4,12.3,0.439,0.9,2.5,0.345,4.5,9.8,0.462,0.474,2.9,4.0,0.725,0.5,2.8,3.3,5.9,1.3,0.4,2.6,2.4,14.6
Rick Fox,Career,NBA,930.0,587.0,25.5,3.6,8.1,0.45,0.8,2.4,0.349,2.8,5.7,0.49200000000000005,0.501,1.5,2.0,0.77,1.1,2.7,3.8,2.8,1.0,0.4,1.7,2.9,9.6
Randy Foye,Career,NBA,752.0,433.0,25.6,3.6,9.0,0.401,1.5,4.0,0.366,2.1,5.0,0.429,0.48200000000000004,1.6,1.9,0.852,0.3,1.9,2.2,2.8,0.7,0.3,1.5,2.1,10.3
Adonal Foyle,Career,NBA,733.0,269.0,17.8,1.8,3.8,0.47700000000000004,0.0,0.0,0.0,1.8,3.8,0.47700000000000004,0.47700000000000004,0.5,1.0,0.499,1.8,2.9,4.7,0.5,0.4,1.6,0.8,2.1,4.1
Richie Frahm,Career,NBA,140.0,2.0,10.5,1.3,3.1,0.41100000000000003,0.7,1.9,0.35600000000000004,0.6,1.2,0.5,0.521,0.4,0.5,0.81,0.3,0.9,1.2,0.6,0.3,0.1,0.3,0.9,3.6
Steve Francis,Career,NBA,576.0,543.0,37.6,6.2,14.4,0.429,1.0,2.9,0.341,5.2,11.4,0.451,0.46299999999999997,4.8,6.1,0.797,1.7,3.9,5.6,6.0,1.5,0.4,3.5,3.1,18.1
Tellis Frank,Career,NBA,264.0,81.0,17.8,2.4,5.5,0.439,0.0,0.0,0.0,2.4,5.5,0.44,0.439,1.6,2.2,0.741,1.4,2.5,3.9,1.0,0.6,0.4,1.2,3.0,6.5
Jamaal Franklin,Career,NBA,24.0,0.0,7.3,0.7,1.7,0.415,0.3,0.5,0.462,0.5,1.2,0.39299999999999996,0.488,0.1,0.1,1.0,0.2,0.8,1.0,0.4,0.2,0.1,0.6,1.1,1.8
Melvin Frazier,Career,NBA,10.0,0.0,4.4,0.7,2.1,0.33299999999999996,0.0,0.6,0.0,0.7,1.5,0.467,0.33299999999999996,0.1,0.4,0.25,0.3,0.2,0.5,0.1,0.1,0.0,0.1,0.6,1.5
Tim Frazier,Career,NBA,245.0,70.0,18.2,1.9,4.6,0.41200000000000003,0.5,1.4,0.32899999999999996,1.4,3.2,0.449,0.46299999999999997,0.9,1.3,0.731,0.5,1.9,2.4,4.1,0.7,0.1,1.3,1.8,5.2
Anthony Frederick,Career,NBA,147.0,29.0,11.2,2.0,4.5,0.439,0.0,0.1,0.273,1.9,4.4,0.445,0.44299999999999995,0.9,1.3,0.6990000000000001,0.9,1.0,1.9,0.9,0.5,0.3,0.9,1.4,4.9
Jimmer Fredette,Career,NBA,241.0,7.0,13.3,2.2,5.3,0.409,0.8,2.2,0.37200000000000005,1.4,3.2,0.434,0.484,0.8,0.9,0.879,0.2,0.8,1.0,1.4,0.4,0.0,0.9,0.9,6.0
World B. Free,Career,NBA,886.0,345.0,30.4,7.3,16.1,0.456,0.4,1.1,0.337,7.1,15.4,0.461,0.46299999999999997,5.3,7.1,0.753,1.1,1.6,2.7,3.7,1.0,0.3,2.5,2.6,20.3
Joel Freeland,Career,NBA,151.0,9.0,12.1,1.4,3.0,0.45899999999999996,0.0,0.0,0.0,1.4,3.0,0.461,0.45899999999999996,0.4,0.5,0.728,1.3,2.2,3.4,0.4,0.2,0.4,0.5,1.7,3.2
Matt Freije,Career,NBA,42.0,11.0,14.0,1.3,4.3,0.293,0.4,1.8,0.22399999999999998,0.9,2.5,0.34299999999999997,0.34,0.2,0.3,0.7140000000000001,0.6,1.5,2.0,0.6,0.4,0.1,0.5,1.3,3.2
Channing Frye,Career,NBA,890.0,445.0,22.2,3.3,7.5,0.44,1.2,3.0,0.38799999999999996,2.1,4.4,0.47700000000000004,0.519,1.0,1.2,0.8220000000000001,0.9,3.6,4.5,1.0,0.5,0.6,0.9,2.5,8.7
Hiram Fuller,Career,NBA,4.0,0.0,10.8,0.8,2.0,0.375,0.0,0.0,0.0,0.8,2.0,0.375,0.375,0.5,1.5,0.33299999999999996,1.0,1.8,2.8,0.5,0.0,0.3,1.0,1.3,2.0
Todd Fuller,Career,NBA,225.0,23.0,11.1,1.4,3.3,0.42200000000000004,0.0,0.0,0.0,1.4,3.3,0.424,0.42200000000000004,0.9,1.3,0.6679999999999999,1.1,1.9,3.0,0.2,0.2,0.3,0.6,1.6,3.7
Markelle Fultz,Career,NBA,33.0,15.0,20.6,3.3,8.1,0.414,0.1,0.5,0.267,3.2,7.6,0.42200000000000004,0.42100000000000004,0.9,1.8,0.534,1.1,2.3,3.4,3.4,0.9,0.3,1.3,2.2,7.7
Lawrence Funderburke,Career,NBA,318.0,7.0,14.9,2.6,5.1,0.506,0.0,0.1,0.11800000000000001,2.5,5.0,0.51,0.506,1.3,1.9,0.675,1.4,2.2,3.6,0.6,0.3,0.3,0.7,1.1,6.4
Dan Gadzuric,Career,NBA,527.0,164.0,14.8,2.0,4.0,0.5,0.0,0.0,0.0,2.0,4.0,0.501,0.5,0.7,1.4,0.498,1.7,2.7,4.4,0.4,0.5,0.9,0.7,2.4,4.7
Deng Gai,Career,NBA,2.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Gaines,Career,NBA,80.0,10.0,12.5,1.2,2.7,0.424,0.1,0.6,0.22899999999999998,1.0,2.1,0.479,0.449,0.7,0.9,0.736,0.2,0.7,0.9,3.1,0.5,0.1,0.9,1.2,3.1
Reece Gaines,Career,NBA,71.0,1.0,8.5,0.7,2.1,0.324,0.1,0.4,0.26899999999999996,0.6,1.7,0.336,0.348,0.3,0.5,0.606,0.1,0.6,0.7,0.7,0.2,0.0,0.4,0.6,1.7
Sundiata Gaines,Career,NBA,113.0,12.0,11.6,1.6,4.1,0.397,0.4,1.3,0.301,1.2,2.8,0.442,0.445,0.9,1.6,0.562,0.4,1.1,1.5,1.8,0.7,0.0,0.8,0.9,4.5
Mike Gale,Career,TOT,842.0,70.0,24.5,3.1,6.7,0.46399999999999997,0.0,0.1,0.187,3.1,6.6,0.469,0.466,1.1,1.5,0.7809999999999999,0.8,2.1,2.9,3.7,1.8,0.5,1.7,2.3,7.4
Chad Gallagher,Career,NBA,2.0,0.0,1.5,1.5,1.5,1.0,0.0,0.0,0.0,1.5,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Danilo Gallinari,Career,NBA,549.0,479.0,31.1,4.8,11.3,0.425,1.9,5.0,0.376,2.9,6.3,0.46399999999999997,0.509,4.4,5.1,0.871,0.8,4.1,4.9,2.0,0.8,0.4,1.3,1.9,15.9
Langston Galloway,Career,NBA,339.0,56.0,22.4,2.9,7.6,0.387,1.4,3.9,0.359,1.6,3.7,0.41700000000000004,0.479,0.9,1.2,0.799,0.5,2.1,2.6,1.7,0.7,0.2,0.6,1.7,8.2
Kevin Gamble,Career,NBA,649.0,270.0,22.4,3.9,7.9,0.502,0.4,1.0,0.36,3.6,6.9,0.522,0.524,1.2,1.5,0.81,0.6,1.7,2.2,2.0,0.7,0.3,0.9,1.9,9.5
Jorge Garbajosa,Career,NBA,74.0,60.0,26.8,3.1,7.5,0.415,1.0,2.8,0.344,2.1,4.7,0.45799999999999996,0.48,0.8,1.1,0.731,0.7,4.0,4.7,1.7,1.1,0.2,0.9,1.2,8.0
Rubén Garcés,Career,NBA,13.0,0.0,5.6,0.5,1.7,0.318,0.0,0.0,0.0,0.5,1.7,0.318,0.318,0.2,0.6,0.25,1.2,1.0,2.2,0.4,0.2,0.2,0.4,1.1,1.2
Alex Garcia,Career,NBA,10.0,3.0,15.9,1.9,5.9,0.322,0.5,1.8,0.278,1.4,4.1,0.341,0.364,0.4,0.6,0.667,0.7,0.8,1.5,1.8,0.6,0.1,0.9,1.5,4.7
Francisco García,Career,NBA,549.0,137.0,21.6,2.8,6.7,0.42700000000000005,1.1,3.0,0.35700000000000004,1.8,3.7,0.484,0.507,1.1,1.4,0.799,0.5,2.0,2.6,1.4,0.8,0.7,1.0,2.2,7.9
Thomas Gardner,Career,NBA,20.0,0.0,7.2,0.9,3.0,0.305,0.4,1.8,0.2,0.6,1.2,0.45799999999999996,0.364,0.1,0.3,0.33299999999999996,0.2,0.4,0.6,0.2,0.2,0.1,0.4,0.4,2.3
Patricio Garino,Career,NBA,5.0,0.0,8.6,0.0,1.4,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,1.2,1.4,0.0,0.0,0.0,0.6,0.8,0.0
Winston Garland,Career,NBA,511.0,315.0,26.2,3.7,8.7,0.43,0.1,0.5,0.281,3.6,8.2,0.44,0.43799999999999994,1.8,2.1,0.83,0.8,2.0,2.8,4.7,1.3,0.2,1.9,2.4,9.4
Chris Garner,Career,NBA,46.0,0.0,9.6,0.7,2.3,0.28,0.1,0.5,0.19,0.6,1.9,0.302,0.299,0.2,0.3,0.615,0.2,0.6,0.8,1.4,0.6,0.1,0.7,1.5,1.6
Bill Garnett,Career,NBA,300.0,62.0,17.5,1.9,3.9,0.49,0.0,0.0,0.0,1.9,3.9,0.494,0.49,1.6,2.3,0.72,1.6,2.8,4.3,1.3,0.5,0.6,1.1,2.8,5.5
Kevin Garnett,Career,NBA,1462.0,1425.0,34.5,7.2,14.5,0.49700000000000005,0.1,0.4,0.275,7.1,14.0,0.504,0.501,3.3,4.2,0.789,2.2,7.8,10.0,3.7,1.3,1.4,2.2,2.4,17.8
Marlon Garnett,Career,NBA,24.0,0.0,8.5,0.6,2.1,0.294,0.3,1.0,0.261,0.4,1.2,0.321,0.353,0.6,0.8,0.75,0.1,0.8,0.9,0.8,0.2,0.0,0.5,0.8,2.1
Billy Garrett,Career,NBA,4.0,0.0,15.8,2.8,6.8,0.40700000000000003,0.0,2.0,0.0,2.8,4.8,0.579,0.40700000000000003,1.0,1.0,1.0,0.0,0.8,0.8,1.8,0.3,0.3,0.5,0.8,6.5
Calvin Garrett,Career,NBA,166.0,22.0,18.1,2.3,4.9,0.457,0.0,0.1,0.3,2.2,4.8,0.461,0.461,0.6,0.8,0.767,0.8,1.8,2.6,1.5,0.6,0.1,1.0,2.0,5.2
Dean Garrett,Career,NBA,359.0,210.0,19.4,2.0,4.2,0.48,0.0,0.0,0.0,2.0,4.2,0.48,0.48,0.8,1.2,0.677,1.7,3.4,5.0,0.6,0.5,1.0,0.6,1.9,4.8
Diante Garrett,Career,NBA,90.0,0.0,13.3,1.3,3.5,0.373,0.4,1.2,0.35100000000000003,0.9,2.3,0.384,0.435,0.2,0.2,0.682,0.2,1.1,1.2,1.7,0.6,0.1,1.0,0.9,3.2
Tom Garrick,Career,NBA,251.0,47.0,18.8,2.2,4.6,0.469,0.0,0.2,0.083,2.1,4.4,0.49,0.47100000000000003,1.1,1.4,0.775,0.5,1.5,2.0,3.4,1.1,0.1,1.4,1.8,5.4
John Garris,Career,NBA,33.0,1.0,8.1,1.6,3.1,0.51,0.0,0.0,0.0,1.6,3.1,0.51,0.51,0.8,1.0,0.794,1.1,1.3,2.3,0.3,0.2,0.2,0.3,1.2,4.0
Kiwane Garris,Career,NBA,31.0,0.0,8.0,0.8,2.4,0.32,0.2,0.5,0.33299999999999996,0.6,1.9,0.317,0.353,0.6,0.8,0.76,0.1,0.5,0.6,1.0,0.2,0.0,0.5,0.7,2.3
Pat Garrity,Career,NBA,552.0,107.0,20.0,2.7,6.4,0.41700000000000004,1.1,2.9,0.39799999999999996,1.5,3.5,0.434,0.506,0.8,1.0,0.8059999999999999,0.6,2.0,2.6,0.8,0.4,0.2,0.8,2.3,7.3
Marc Gasol,Career,NBA,795.0,781.0,33.4,5.6,11.5,0.483,0.4,1.2,0.35,5.2,10.4,0.498,0.501,3.4,4.4,0.777,1.7,6.0,7.7,3.4,0.9,1.5,2.1,2.9,15.0
Pau Gasol,Career,NBA,1226.0,1150.0,33.4,6.5,12.8,0.507,0.1,0.4,0.368,6.4,12.4,0.512,0.513,3.9,5.1,0.753,2.5,6.7,9.2,3.2,0.5,1.6,2.2,2.1,17.0
Chris Gatling,Career,NBA,700.0,86.0,19.7,4.0,7.8,0.513,0.1,0.3,0.249,3.9,7.5,0.523,0.517,2.2,3.4,0.66,1.8,3.6,5.3,0.7,0.7,0.5,1.5,2.7,10.3
Kenny Gattison,Career,NBA,494.0,130.0,20.1,3.1,6.0,0.52,0.0,0.0,0.083,3.1,6.0,0.521,0.52,1.7,2.6,0.649,1.5,3.2,4.7,0.9,0.6,0.7,1.2,2.9,7.9
Rudy Gay,Career,NBA,879.0,772.0,34.0,6.7,14.7,0.456,1.0,3.0,0.348,5.7,11.7,0.483,0.491,3.2,4.0,0.7959999999999999,1.4,4.5,5.9,2.2,1.3,0.8,2.3,2.4,17.6
Andrew Gaze,Career,NBA,26.0,0.0,4.9,0.6,1.6,0.381,0.3,0.9,0.375,0.3,0.7,0.389,0.488,0.1,0.1,1.0,0.1,0.3,0.5,0.4,0.2,0.1,0.3,0.6,1.7
Michael Gbinije,Career,NBA,9.0,0.0,3.6,0.1,1.1,0.1,0.0,0.4,0.0,0.1,0.7,0.16699999999999998,0.1,0.2,0.2,1.0,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.2,0.4
Reggie Geary,Career,NBA,101.0,2.0,9.2,0.8,2.2,0.344,0.2,0.6,0.32799999999999996,0.6,1.6,0.349,0.38799999999999996,0.3,0.7,0.493,0.2,0.6,0.8,1.1,0.5,0.1,0.6,1.3,2.1
Alonzo Gee,Career,NBA,417.0,213.0,21.8,2.4,5.5,0.434,0.4,1.4,0.325,2.0,4.2,0.469,0.474,1.4,1.8,0.754,0.9,2.3,3.3,1.1,0.9,0.2,1.1,1.9,6.6
Matt Geiger,Career,NBA,552.0,214.0,22.1,3.7,7.4,0.499,0.0,0.1,0.23199999999999998,3.7,7.3,0.504,0.501,1.7,2.4,0.728,2.1,3.6,5.7,0.7,0.6,0.6,1.3,3.0,9.2
Mickal Gelabale,Career,NBA,145.0,27.0,16.2,1.8,3.9,0.47,0.3,0.9,0.316,1.5,2.9,0.519,0.508,0.7,0.9,0.815,0.7,1.5,2.3,0.8,0.3,0.2,0.6,1.3,4.6
Devean George,Career,NBA,630.0,108.0,18.5,2.1,5.3,0.392,0.7,2.0,0.34299999999999997,1.4,3.4,0.42100000000000004,0.456,0.8,1.0,0.721,0.9,2.3,3.1,0.9,0.7,0.4,0.7,2.0,5.6
Paul George,Career,NBA,604.0,556.0,33.8,6.7,15.5,0.433,2.4,6.3,0.37799999999999995,4.3,9.2,0.47,0.509,4.0,4.8,0.8440000000000001,0.9,5.5,6.4,3.3,1.8,0.4,2.6,2.7,19.8
Tate George,Career,NBA,177.0,14.0,11.4,1.7,4.1,0.414,0.0,0.1,0.071,1.7,4.0,0.42100000000000004,0.415,0.8,1.0,0.82,0.4,0.6,1.0,1.8,0.4,0.1,0.9,1.0,4.2
Marcus Georges-Hunt,Career,NBA,47.0,0.0,5.8,0.5,1.2,0.418,0.1,0.4,0.294,0.4,0.8,0.474,0.46399999999999997,0.5,0.7,0.71,0.2,0.4,0.5,0.2,0.1,0.0,0.1,0.8,1.6
Derrick Gervin,Career,NBA,77.0,4.0,14.1,3.3,7.7,0.435,0.1,0.4,0.226,3.2,7.3,0.446,0.441,2.0,2.6,0.764,0.9,1.4,2.3,0.5,0.5,0.3,0.7,1.8,8.8
George Gervin,Career,TOT,1060.0,377.0,33.6,9.8,19.4,0.504,0.1,0.6,0.271,9.7,19.0,0.509,0.507,5.4,6.4,0.841,1.7,3.6,5.3,2.6,1.2,1.0,3.0,3.1,25.1
Daniel Gibson,Career,NBA,397.0,77.0,23.5,2.7,6.7,0.402,1.5,3.6,0.40700000000000003,1.2,3.1,0.397,0.512,1.0,1.3,0.78,0.4,1.6,2.0,2.0,0.6,0.2,0.9,2.0,7.8
Jonathan Gibson,Career,NBA,21.0,0.0,12.9,2.3,5.6,0.415,1.0,2.7,0.368,1.3,2.9,0.45899999999999996,0.504,1.0,1.4,0.7240000000000001,0.0,1.1,1.2,1.4,0.4,0.0,1.1,1.2,6.7
Mike Gibson,Career,NBA,64.0,0.0,6.1,0.6,1.7,0.387,0.0,0.0,0.0,0.6,1.7,0.387,0.387,0.3,0.4,0.679,0.7,1.0,1.7,0.2,0.2,0.2,0.3,1.0,1.6
Taj Gibson,Career,NBA,737.0,384.0,25.9,4.1,8.0,0.512,0.0,0.1,0.212,4.0,7.8,0.517,0.514,1.7,2.3,0.7090000000000001,2.4,4.1,6.4,1.0,0.6,1.1,1.2,2.6,9.8
J.R. Giddens,Career,NBA,38.0,1.0,6.5,0.8,1.7,0.47600000000000003,0.0,0.3,0.0,0.8,1.4,0.5660000000000001,0.47600000000000003,0.3,0.6,0.565,0.5,0.9,1.4,0.3,0.3,0.1,0.5,0.8,1.9
Trey Gilder,Career,NBA,2.0,0.0,2.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0
Harry Giles,Career,NBA,58.0,0.0,14.1,3.0,6.0,0.503,0.0,0.1,0.0,3.0,5.9,0.512,0.503,1.0,1.6,0.637,1.1,2.7,3.8,1.5,0.5,0.4,1.3,2.6,7.0
Shai Gilgeous-Alexander,Career,NBA,82.0,73.0,26.5,4.2,8.7,0.47600000000000003,0.6,1.7,0.36700000000000005,3.5,7.0,0.503,0.512,1.9,2.4,0.8,0.7,2.1,2.8,3.3,1.2,0.5,1.7,2.1,10.8
Eddie Gill,Career,NBA,187.0,9.0,10.9,1.0,2.7,0.361,0.3,1.1,0.32,0.6,1.6,0.38799999999999996,0.424,0.8,0.9,0.847,0.1,1.0,1.1,1.2,0.6,0.1,0.7,1.1,3.1
Kendall Gill,Career,NBA,966.0,791.0,30.5,5.2,12.1,0.434,0.3,1.1,0.3,4.9,11.0,0.44799999999999995,0.44799999999999995,2.5,3.4,0.754,1.3,2.8,4.1,3.0,1.6,0.4,1.8,2.6,13.4
Ben Gillery,Career,NBA,24.0,0.0,3.5,0.3,0.8,0.316,0.0,0.0,0.0,0.3,0.8,0.316,0.316,0.5,1.0,0.565,0.3,0.7,1.0,0.1,0.1,0.2,0.2,1.2,1.0
Armen Gilliam,Career,NBA,929.0,527.0,28.4,5.2,10.7,0.489,0.0,0.0,0.0,5.2,10.6,0.49,0.489,3.3,4.2,0.7759999999999999,2.3,4.6,6.9,1.2,0.7,0.7,1.9,2.2,13.7
Artis Gilmore,Career,TOT,1329.0,476.0,35.5,7.1,12.2,0.5820000000000001,0.0,0.0,0.15,7.1,12.1,0.5820000000000001,0.5820000000000001,4.6,6.6,0.698,3.6,8.7,12.3,2.3,0.6,2.4,3.1,3.4,18.8
Manu Ginóbili,Career,NBA,1057.0,349.0,25.4,4.3,9.7,0.447,1.4,3.8,0.369,2.9,5.9,0.498,0.52,3.2,3.9,0.8270000000000001,0.6,2.8,3.5,3.8,1.3,0.3,2.0,2.1,13.3
Gordan Giriek,Career,NBA,384.0,191.0,23.0,3.7,8.4,0.442,0.8,2.0,0.368,3.0,6.4,0.465,0.486,1.4,1.7,0.823,0.4,2.0,2.5,1.5,0.6,0.1,1.3,2.0,9.6
Mickell Gladness,Career,NBA,26.0,7.0,9.7,1.0,2.3,0.424,0.0,0.0,0.0,1.0,2.3,0.424,0.424,0.2,0.5,0.5,0.5,1.7,2.2,0.2,0.2,0.8,0.3,1.2,2.2
Gerald Glass,Career,NBA,201.0,49.0,16.7,3.4,7.9,0.433,0.1,0.5,0.23600000000000002,3.3,7.3,0.44799999999999995,0.442,0.8,1.2,0.643,1.1,1.4,2.5,1.5,0.6,0.3,0.9,1.8,7.7
Mike Glenn,Career,NBA,593.0,10.0,16.2,3.3,6.1,0.542,0.0,0.1,0.28600000000000003,3.3,6.0,0.544,0.5429999999999999,1.0,1.1,0.855,0.3,0.9,1.2,1.6,0.5,0.1,0.7,1.5,7.6
Georgi Glouchkov,Career,NBA,49.0,16.0,15.8,1.7,4.3,0.402,0.0,0.0,1.0,1.7,4.2,0.39899999999999997,0.40399999999999997,1.4,2.5,0.574,0.6,2.7,3.3,0.7,0.5,0.5,1.6,2.5,4.9
Dion Glover,Career,NBA,294.0,105.0,20.9,3.1,7.6,0.41100000000000003,0.5,1.6,0.317,2.6,6.0,0.436,0.445,1.5,1.9,0.7559999999999999,0.7,2.3,3.1,1.5,0.8,0.2,1.3,1.7,8.2
Andreas Glyniadakis,Career,NBA,13.0,4.0,6.2,0.6,1.3,0.47100000000000003,0.0,0.0,0.0,0.6,1.3,0.47100000000000003,0.47100000000000003,0.1,0.2,0.5,0.2,0.5,0.6,0.1,0.0,0.0,0.7,1.5,1.3
Mike Gminski,Career,NBA,938.0,547.0,25.6,4.5,9.6,0.465,0.0,0.1,0.122,4.5,9.6,0.467,0.465,2.7,3.2,0.843,2.2,4.7,6.9,1.3,0.5,1.1,1.5,1.7,11.7
Rudy Gobert,Career,NBA,406.0,314.0,28.7,4.1,6.5,0.629,0.0,0.0,0.0,4.1,6.5,0.629,0.629,3.0,4.7,0.631,3.2,7.3,10.5,1.3,0.7,2.2,1.6,2.5,11.1
Dan Godfread,Career,NBA,11.0,0.0,2.0,0.5,1.1,0.41700000000000004,0.0,0.1,0.0,0.5,1.0,0.455,0.41700000000000004,0.3,0.4,0.75,0.0,0.2,0.2,0.0,0.1,0.4,0.0,0.5,1.2
Anthony Goldwire,Career,NBA,266.0,72.0,18.6,2.2,5.4,0.40700000000000003,0.8,2.0,0.386,1.4,3.4,0.419,0.479,1.1,1.4,0.792,0.3,1.1,1.3,2.8,0.6,0.0,1.0,1.5,6.3
Ryan Gomes,Career,NBA,487.0,371.0,27.6,3.9,8.7,0.445,0.7,2.0,0.349,3.2,6.8,0.473,0.484,1.7,2.1,0.799,1.3,3.3,4.6,1.5,0.7,0.2,1.1,1.9,10.1
Glen Gondrezick,Career,NBA,435.0,2.0,17.3,2.3,4.8,0.473,0.0,0.0,0.14300000000000002,2.2,4.7,0.475,0.474,1.3,1.9,0.7240000000000001,1.7,2.8,4.5,1.4,1.1,0.3,1.0,2.5,5.8
Grant Gondrezick,Career,NBA,91.0,1.0,11.9,1.9,4.3,0.43799999999999994,0.1,0.3,0.25,1.8,4.0,0.452,0.447,1.1,1.6,0.687,0.7,0.9,1.6,1.3,0.4,0.1,0.8,1.4,5.0
Drew Gooden,Career,NBA,790.0,500.0,25.5,4.3,9.4,0.462,0.1,0.4,0.257,4.2,9.0,0.47100000000000003,0.46799999999999997,2.2,2.8,0.76,2.4,4.7,7.1,1.1,0.7,0.6,1.5,2.5,11.0
Steve Goodrich,Career,NBA,21.0,0.0,8.7,0.4,1.3,0.321,0.0,0.1,0.33299999999999996,0.4,1.2,0.32,0.33899999999999997,0.2,0.4,0.556,0.4,0.9,1.2,0.5,0.1,0.1,0.5,1.1,1.1
Archie Goodwin,Career,NBA,165.0,15.0,14.5,2.2,5.2,0.429,0.3,1.2,0.23600000000000002,2.0,4.0,0.484,0.455,1.6,2.3,0.7,0.5,1.5,2.0,1.2,0.4,0.2,1.2,1.2,6.3
Brandon Goodwin,Career,NBA,16.0,0.0,3.6,0.4,1.4,0.261,0.1,0.4,0.33299999999999996,0.3,1.1,0.235,0.304,0.6,0.7,0.818,0.1,0.1,0.2,0.9,0.0,0.0,0.2,0.4,1.4
Aaron Gordon,Career,NBA,341.0,252.0,27.9,4.7,10.4,0.45,1.1,3.4,0.321,3.6,7.1,0.512,0.502,2.0,2.8,0.7070000000000001,1.6,4.6,6.2,2.2,0.8,0.6,1.4,2.0,12.5
Ben Gordon,Career,NBA,744.0,269.0,27.4,5.3,12.2,0.43200000000000005,1.6,3.9,0.401,3.7,8.3,0.447,0.49700000000000005,2.8,3.2,0.857,0.4,2.0,2.5,2.5,0.7,0.2,2.1,2.3,14.9
Drew Gordon,Career,NBA,9.0,0.0,7.9,0.9,2.1,0.42100000000000004,0.0,0.3,0.0,0.9,1.8,0.5,0.42100000000000004,0.1,0.2,0.5,0.8,1.2,2.0,0.2,0.1,0.0,0.9,0.8,1.9
Eric Gordon,Career,NBA,629.0,496.0,33.0,5.7,13.3,0.428,2.3,6.2,0.374,3.4,7.1,0.475,0.515,3.0,3.7,0.8140000000000001,0.4,2.1,2.5,2.9,0.9,0.3,2.0,2.0,16.7
Lancaster Gordon,Career,NBA,201.0,6.0,12.8,2.3,6.0,0.391,0.1,0.4,0.271,2.2,5.6,0.4,0.4,0.8,1.0,0.767,0.6,0.7,1.3,1.5,0.6,0.2,1.2,1.3,5.6
Marcin Gortat,Career,NBA,806.0,587.0,25.7,4.2,7.7,0.551,0.0,0.0,0.15,4.2,7.6,0.5529999999999999,0.552,1.4,2.1,0.68,2.2,5.8,7.9,1.1,0.5,1.1,1.2,2.2,9.9
Andrew Goudelock,Career,NBA,49.0,0.0,9.7,1.6,4.0,0.39299999999999996,0.6,1.7,0.345,1.0,2.3,0.429,0.467,0.3,0.3,0.875,0.1,0.6,0.7,0.5,0.2,0.0,0.6,0.7,4.0
Ricky Grace,Career,NBA,3.0,0.0,2.7,0.7,1.0,0.667,0.0,0.0,0.0,0.7,1.0,0.667,0.667,0.0,0.7,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,1.0,1.3
Devonte' Graham,Career,NBA,46.0,3.0,14.7,1.6,4.7,0.34299999999999997,0.7,2.6,0.281,0.9,2.1,0.42100000000000004,0.42100000000000004,0.8,1.0,0.7609999999999999,0.2,1.2,1.4,2.6,0.5,0.0,0.7,1.0,4.7
Greg Graham,Career,NBA,207.0,18.0,12.2,1.6,3.9,0.40700000000000003,0.2,0.8,0.29,1.4,3.1,0.43799999999999994,0.43700000000000006,1.1,1.4,0.775,0.3,0.8,1.1,1.0,0.6,0.1,0.9,1.0,4.5
Joey Graham,Career,NBA,377.0,84.0,16.2,2.3,4.7,0.483,0.1,0.5,0.3,2.1,4.2,0.503,0.498,1.2,1.5,0.815,0.7,2.1,2.8,0.5,0.4,0.1,0.8,2.1,5.9
Orlando Graham,Career,NBA,7.0,0.0,3.1,0.4,1.4,0.3,0.0,0.0,0.0,0.4,1.4,0.3,0.3,0.3,0.6,0.5,1.1,0.4,1.6,0.0,0.0,0.0,0.3,0.9,1.1
Paul Graham,Career,NBA,179.0,20.0,18.7,3.3,7.3,0.44799999999999995,0.6,1.6,0.33899999999999997,2.7,5.6,0.48,0.48700000000000004,1.3,1.8,0.7390000000000001,0.8,1.7,2.4,2.0,1.0,0.2,1.2,2.2,8.4
Stephen Graham,Career,NBA,239.0,43.0,12.2,1.6,3.5,0.446,0.2,0.7,0.308,1.4,2.8,0.48100000000000004,0.47700000000000004,0.7,0.9,0.7659999999999999,0.3,1.5,1.8,0.5,0.2,0.1,0.6,1.5,4.0
Treveon Graham,Career,NBA,125.0,24.0,15.6,1.4,3.6,0.396,0.7,1.9,0.363,0.7,1.7,0.434,0.49200000000000005,0.6,0.8,0.7190000000000001,0.6,1.4,2.0,0.8,0.4,0.1,0.4,1.6,4.1
Jim Grandholm,Career,NBA,26.0,0.0,6.5,1.2,2.2,0.517,0.3,0.7,0.529,0.8,1.6,0.512,0.595,0.4,0.8,0.47600000000000003,0.8,1.2,1.9,0.3,0.1,0.3,0.4,1.3,3.0
