Name,Season,Lg,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Ron Grandison,Career,NBA,105.0,3.0,8.3,0.8,2.0,0.40399999999999997,0.0,0.2,0.16699999999999998,0.8,1.8,0.435,0.413,0.8,1.1,0.713,0.7,0.9,1.6,0.6,0.3,0.1,0.5,1.0,2.4
Danny Granger,Career,NBA,586.0,431.0,31.5,5.7,13.1,0.434,1.7,4.5,0.38,4.0,8.6,0.46299999999999997,0.5,3.7,4.4,0.848,1.2,3.8,4.9,1.9,1.0,0.8,1.9,2.8,16.8
Stewart Granger,Career,NBA,80.0,14.0,12.5,1.5,3.7,0.414,0.1,0.2,0.235,1.5,3.5,0.425,0.42100000000000004,0.8,1.1,0.742,0.2,0.8,1.0,2.2,0.4,0.0,1.1,1.6,4.0
Brian Grant,Career,NBA,756.0,577.0,28.3,4.1,8.4,0.49,0.0,0.0,0.214,4.1,8.3,0.491,0.491,2.3,3.1,0.746,2.4,5.0,7.4,1.2,0.6,0.7,1.6,3.2,10.5
Gary Grant,Career,NBA,552.0,231.0,22.8,3.4,7.5,0.45,0.2,0.6,0.278,3.2,6.9,0.466,0.462,1.0,1.3,0.7759999999999999,0.6,1.7,2.3,5.5,1.5,0.1,2.3,2.2,7.9
Greg Grant,Career,NBA,274.0,5.0,12.2,1.1,3.0,0.38299999999999995,0.1,0.5,0.281,1.0,2.5,0.405,0.408,0.4,0.5,0.71,0.2,0.7,0.9,2.7,0.6,0.0,0.8,1.0,2.8
Harvey Grant,Career,NBA,783.0,439.0,26.2,4.3,9.1,0.469,0.1,0.3,0.267,4.2,8.8,0.47600000000000003,0.473,1.3,1.8,0.7090000000000001,1.5,2.9,4.4,1.6,0.8,0.5,0.9,2.3,9.9
Horace Grant,Career,NBA,1165.0,1037.0,33.2,4.7,9.2,0.509,0.0,0.1,0.063,4.7,9.1,0.511,0.509,1.8,2.6,0.6920000000000001,3.0,5.1,8.1,2.2,1.0,1.0,1.1,2.4,11.2
Jerami Grant,Career,NBA,383.0,145.0,24.1,3.1,6.7,0.461,0.7,2.1,0.33399999999999996,2.4,4.5,0.522,0.515,1.9,2.9,0.654,1.0,3.0,3.9,1.0,0.6,1.2,0.9,2.3,8.8
Jerian Grant,Career,NBA,273.0,61.0,18.0,2.1,5.2,0.41200000000000003,0.6,1.9,0.324,1.5,3.2,0.465,0.473,1.2,1.6,0.7709999999999999,0.3,1.6,1.9,2.9,0.7,0.1,1.0,1.5,6.1
Josh Grant,Career,NBA,53.0,0.0,7.2,1.1,2.8,0.40399999999999997,0.3,1.2,0.27899999999999997,0.8,1.6,0.494,0.462,0.4,0.5,0.759,0.5,1.2,1.7,0.5,0.3,0.2,0.6,1.2,3.0
Paul Grant,Career,NBA,16.0,0.0,6.9,0.8,1.8,0.44799999999999995,0.0,0.0,0.0,0.8,1.8,0.44799999999999995,0.44799999999999995,0.2,0.5,0.375,0.5,0.6,1.1,0.2,0.1,0.1,0.6,1.3,1.8
Donte Grantham,Career,NBA,3.0,0.0,0.7,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Butch Graves,Career,NBA,4.0,0.0,2.8,0.5,1.5,0.33299999999999996,0.0,0.3,0.0,0.5,1.3,0.4,0.33299999999999996,0.3,1.3,0.2,0.0,0.5,0.5,0.3,0.3,0.0,0.3,1.0,1.3
Aaron Gray,Career,NBA,318.0,87.0,12.1,1.4,2.7,0.509,0.0,0.0,0.0,1.4,2.7,0.511,0.509,0.6,1.0,0.562,1.4,2.4,3.7,0.7,0.3,0.3,0.8,2.1,3.4
Devin Gray,Career,NBA,27.0,2.0,6.4,0.9,2.3,0.365,0.0,0.0,0.0,0.9,2.3,0.365,0.365,0.8,1.3,0.618,0.6,0.8,1.4,0.3,0.3,0.1,0.3,1.2,2.5
Ed Gray,Career,NBA,60.0,6.0,13.5,2.2,6.4,0.33899999999999997,0.5,1.5,0.341,1.7,4.9,0.33799999999999997,0.37799999999999995,1.4,1.7,0.8140000000000001,0.3,1.0,1.2,0.8,0.5,0.2,1.0,1.7,6.2
Evric Gray,Career,NBA,5.0,0.0,8.4,0.8,3.0,0.267,0.2,0.8,0.25,0.6,2.2,0.273,0.3,0.8,0.8,1.0,0.2,0.4,0.6,0.4,0.2,0.0,0.6,1.0,2.6
Josh Gray,Career,NBA,5.0,0.0,17.2,2.2,8.2,0.268,0.6,2.6,0.231,1.6,5.6,0.28600000000000003,0.305,1.4,2.2,0.636,0.4,1.6,2.0,2.4,1.6,0.4,1.4,1.6,6.4
Stuart Gray,Career,NBA,386.0,5.0,9.0,0.9,2.0,0.446,0.0,0.0,0.0,0.9,1.9,0.45,0.446,0.6,0.9,0.6629999999999999,0.8,1.8,2.6,0.4,0.2,0.3,0.6,1.7,2.3
Sylvester Gray,Career,NBA,55.0,15.0,22.2,3.0,7.2,0.42,0.0,0.1,0.25,3.0,7.2,0.42100000000000004,0.42100000000000004,1.9,2.8,0.6729999999999999,2.1,3.1,5.2,2.1,0.7,0.5,1.9,2.6,8.0
Jeff Grayer,Career,NBA,438.0,101.0,18.9,3.1,6.7,0.457,0.1,0.3,0.255,3.0,6.4,0.467,0.46299999999999997,1.3,1.9,0.6629999999999999,1.3,1.6,3.0,1.4,0.6,0.1,1.1,1.7,7.4
A.C. Green,Career,NBA,1278.0,832.0,28.6,3.6,7.2,0.494,0.1,0.4,0.254,3.5,6.8,0.507,0.501,2.4,3.3,0.7340000000000001,2.6,4.8,7.4,1.1,0.8,0.4,1.1,1.9,9.6
Danny Green,Career,NBA,620.0,544.0,25.4,3.2,7.5,0.424,1.9,4.6,0.40399999999999997,1.3,2.9,0.457,0.5489999999999999,0.7,0.9,0.8170000000000001,0.6,2.9,3.5,1.6,1.0,0.8,1.0,1.7,9.0
Devin Green,Career,NBA,27.0,0.0,5.0,0.2,1.0,0.214,0.0,0.1,0.0,0.2,1.0,0.231,0.214,0.5,0.8,0.619,0.4,0.5,0.9,0.3,0.1,0.0,0.2,0.5,0.9
Draymond Green,Career,NBA,533.0,385.0,28.1,3.3,7.5,0.439,0.9,2.8,0.32299999999999995,2.4,4.7,0.509,0.5,1.6,2.2,0.706,1.2,5.8,6.9,4.9,1.4,1.1,2.0,2.8,9.1
Erick Green,Career,NBA,52.0,1.0,8.7,1.3,3.4,0.377,0.3,1.0,0.28800000000000003,1.0,2.4,0.415,0.42,0.2,0.3,0.857,0.2,0.5,0.7,0.8,0.3,0.0,0.3,0.6,3.1
Gerald Green,Career,NBA,658.0,118.0,19.8,3.5,8.4,0.41700000000000004,1.5,4.1,0.361,2.1,4.4,0.469,0.504,1.3,1.5,0.818,0.5,2.0,2.5,0.9,0.5,0.3,1.1,1.9,9.7
JaMychal Green,Career,NBA,299.0,151.0,22.2,3.2,6.7,0.479,0.6,1.7,0.369,2.6,5.0,0.515,0.524,1.4,1.8,0.77,1.9,4.2,6.1,0.9,0.6,0.4,1.2,2.7,8.4
Jeff Green,Career,NBA,860.0,541.0,30.0,4.8,10.9,0.441,1.0,3.0,0.33299999999999996,3.8,7.8,0.483,0.488,2.6,3.2,0.805,0.9,3.6,4.5,1.6,0.7,0.5,1.5,2.2,13.2
Ken Green,Career,NBA,7.0,0.0,10.3,1.9,3.9,0.48100000000000004,0.0,0.0,0.0,1.9,3.9,0.48100000000000004,0.48100000000000004,0.7,1.3,0.556,1.7,2.1,3.9,0.3,0.6,0.0,0.1,1.1,4.4
Kenny Green,Career,NBA,60.0,0.0,10.4,1.8,4.4,0.41200000000000003,0.0,0.0,0.0,1.8,4.4,0.414,0.41200000000000003,0.8,1.1,0.721,0.6,1.1,1.7,0.3,0.2,0.2,0.8,1.0,4.4
Litterial Green,Career,NBA,148.0,4.0,8.0,1.0,2.3,0.42,0.0,0.2,0.077,1.0,2.1,0.44799999999999995,0.423,0.9,1.4,0.665,0.2,0.3,0.5,1.2,0.3,0.0,0.5,0.8,2.9
Rickey Green,Career,NBA,946.0,513.0,24.6,3.8,8.1,0.469,0.0,0.2,0.207,3.8,7.9,0.475,0.47100000000000003,1.7,2.2,0.807,0.5,1.4,1.9,5.5,1.4,0.1,1.7,1.5,9.4
Sean Green,Career,NBA,84.0,0.0,8.0,1.8,4.7,0.386,0.2,0.7,0.24600000000000002,1.6,4.0,0.41200000000000003,0.405,0.4,0.6,0.62,0.4,0.6,1.0,0.5,0.4,0.2,0.8,0.8,4.2
Sidney Green,Career,NBA,679.0,242.0,19.5,2.9,6.5,0.45399999999999996,0.0,0.0,0.037000000000000005,2.9,6.4,0.457,0.455,1.6,2.2,0.738,1.9,4.2,6.1,0.9,0.5,0.3,1.5,2.6,7.5
Taurean Green,Career,NBA,17.0,0.0,4.4,0.4,1.5,0.28,0.1,0.6,0.182,0.3,0.8,0.35700000000000004,0.32,0.6,0.7,0.917,0.0,0.6,0.6,0.6,0.1,0.0,0.5,0.3,1.6
Willie Green,Career,NBA,731.0,297.0,20.2,3.3,7.8,0.425,0.7,2.0,0.34600000000000003,2.6,5.7,0.45399999999999996,0.47100000000000003,1.0,1.3,0.765,0.3,1.5,1.8,1.4,0.5,0.1,1.0,1.7,8.3
Donté Greene,Career,NBA,253.0,82.0,16.8,2.3,5.7,0.406,0.7,2.1,0.304,1.7,3.6,0.467,0.46299999999999997,0.8,1.2,0.701,0.6,1.8,2.4,0.7,0.4,0.5,0.9,1.5,6.1
Orien Greene,Career,NBA,131.0,7.0,11.9,1.0,2.5,0.387,0.1,0.4,0.212,0.9,2.1,0.42,0.40399999999999997,0.5,0.7,0.642,0.4,1.1,1.5,1.2,0.7,0.1,1.1,1.7,2.5
Dave Greenwood,Career,NBA,823.0,418.0,28.4,4.0,8.3,0.47700000000000004,0.0,0.0,0.138,3.9,8.2,0.479,0.478,2.3,3.1,0.765,2.3,5.6,7.9,2.0,0.7,0.9,1.8,3.2,10.2
Lynn Greer,Career,NBA,41.0,0.0,10.5,1.5,3.4,0.433,0.4,1.3,0.34600000000000003,1.0,2.2,0.483,0.496,0.7,0.8,0.8440000000000001,0.0,0.6,0.7,1.3,0.4,0.0,0.4,0.8,4.1
Claude Gregory,Career,NBA,25.0,2.0,12.6,2.5,5.4,0.456,0.0,0.0,0.0,2.5,5.4,0.45899999999999996,0.456,0.5,1.4,0.33299999999999996,1.6,2.3,3.9,0.6,0.4,0.5,1.0,1.5,5.4
John Greig,Career,NBA,9.0,0.0,2.9,0.8,1.4,0.5379999999999999,0.0,0.0,0.0,0.8,1.4,0.5379999999999999,0.5379999999999999,0.6,0.7,0.833,0.2,0.4,0.7,0.0,0.0,0.1,0.2,0.4,2.1
Kevin Grevey,Career,NBA,672.0,82.0,22.7,4.3,9.9,0.43700000000000006,0.4,1.1,0.33399999999999996,4.1,9.3,0.444,0.44799999999999995,2.1,2.5,0.8170000000000001,0.9,1.5,2.4,1.9,0.6,0.2,1.4,1.9,11.0
Adrian Griffin,Career,NBA,477.0,179.0,16.8,1.6,3.8,0.43799999999999994,0.1,0.4,0.278,1.5,3.4,0.455,0.452,0.6,0.8,0.763,1.1,2.1,3.2,1.4,0.9,0.1,0.7,1.8,4.0
Blake Griffin,Career,NBA,604.0,604.0,35.0,8.2,16.4,0.502,0.6,1.8,0.342,7.6,14.5,0.522,0.521,4.8,6.9,0.6920000000000001,2.2,6.8,9.0,4.5,0.9,0.5,2.6,2.9,21.9
Eddie Griffin,Career,NBA,303.0,117.0,22.2,2.8,7.5,0.377,0.8,2.5,0.315,2.0,5.0,0.408,0.43,0.7,1.1,0.6709999999999999,1.6,4.1,5.8,0.8,0.3,1.7,0.7,1.7,7.2
Paul Griffin,Career,NBA,480.0,0.0,20.9,1.7,3.5,0.505,0.0,0.0,0.0,1.7,3.5,0.505,0.505,1.6,2.3,0.6920000000000001,1.9,3.7,5.5,2.3,0.8,0.5,1.6,2.9,5.1
Taylor Griffin,Career,NBA,8.0,0.0,4.0,0.5,1.3,0.4,0.0,0.3,0.0,0.5,1.0,0.5,0.4,0.3,0.5,0.5,0.0,0.3,0.3,0.1,0.0,0.3,0.1,0.5,1.3
Darrell Griffith,Career,NBA,765.0,412.0,28.0,6.8,14.8,0.46299999999999997,0.7,2.1,0.332,6.2,12.7,0.485,0.48700000000000004,1.8,2.6,0.7070000000000001,1.0,2.3,3.3,2.1,1.2,0.3,2.1,2.2,16.2
Derek Grimm,Career,NBA,9.0,0.0,3.8,0.4,1.6,0.28600000000000003,0.4,1.3,0.33299999999999996,0.0,0.2,0.0,0.429,0.2,0.2,1.0,0.0,0.4,0.4,0.0,0.3,0.1,0.3,0.7,1.6
Bob Gross,Career,NBA,513.0,27.0,24.5,3.6,7.1,0.512,0.0,0.1,0.179,3.6,7.0,0.514,0.512,1.7,2.1,0.7979999999999999,1.8,2.6,4.4,2.9,1.2,0.7,2.1,2.9,8.9
Anthony Grundy,Career,NBA,12.0,0.0,9.0,1.6,3.2,0.5,0.4,1.3,0.33299999999999996,1.2,1.9,0.609,0.5660000000000001,0.8,1.2,0.643,0.1,1.3,1.4,0.8,0.6,0.0,0.8,1.2,4.3
Ernie Grunfeld,Career,NBA,693.0,17.0,18.6,3.0,6.2,0.47700000000000004,0.1,0.2,0.337,2.9,6.1,0.48,0.48100000000000004,1.4,1.8,0.77,0.7,1.9,2.6,2.0,0.7,0.2,1.2,2.2,7.4
Tom Gugliotta,Career,NBA,763.0,608.0,30.9,5.1,11.3,0.451,0.3,1.0,0.284,4.8,10.3,0.467,0.46299999999999997,2.5,3.4,0.757,2.1,5.2,7.3,2.8,1.4,0.6,2.3,2.5,13.0
Andrés Guibert,Career,NBA,22.0,0.0,9.1,1.0,3.0,0.32799999999999996,0.0,0.2,0.0,1.0,2.9,0.349,0.32799999999999996,0.7,1.1,0.64,1.2,1.6,2.8,0.5,0.4,0.1,0.8,1.6,2.7
Jay Guidinger,Career,NBA,64.0,5.0,5.4,0.5,1.4,0.402,0.0,0.0,0.0,0.5,1.4,0.402,0.402,0.4,0.7,0.609,0.6,0.9,1.5,0.3,0.2,0.2,0.4,1.1,1.5
Jorge Gutiérrez,Career,NBA,47.0,3.0,10.3,1.1,2.3,0.5,0.1,0.4,0.17600000000000002,1.1,1.9,0.562,0.514,0.6,0.8,0.778,0.2,1.0,1.1,1.5,0.4,0.0,0.7,1.4,2.9
A.J. Guyton,Career,NBA,80.0,14.0,15.6,2.1,5.5,0.377,0.9,2.4,0.37799999999999995,1.2,3.1,0.377,0.46,0.5,0.6,0.8220000000000001,0.3,0.7,1.0,1.8,0.3,0.2,0.8,0.7,5.5
Pétur Gumundsson,Career,NBA,150.0,20.0,13.7,1.7,3.4,0.494,0.0,0.0,0.5,1.7,3.4,0.494,0.495,1.3,1.7,0.754,1.1,2.6,3.8,1.0,0.2,0.6,1.3,2.7,4.6
Hamed Haddadi,Career,NBA,151.0,0.0,7.0,0.9,1.9,0.46299999999999997,0.0,0.0,0.0,0.9,1.8,0.47100000000000003,0.46299999999999997,0.5,0.8,0.632,0.9,1.6,2.5,0.3,0.1,0.6,0.6,1.4,2.2
Scott Haffner,Career,NBA,50.0,6.0,12.2,1.9,4.8,0.40299999999999997,0.1,0.5,0.13,1.9,4.3,0.433,0.41,0.4,0.5,0.667,0.2,0.9,1.1,1.8,0.3,0.1,0.7,1.1,4.3
Glenn Hagan,Career,NBA,4.0,0.0,6.3,0.8,1.8,0.429,0.0,0.0,0.0,0.8,1.8,0.429,0.429,0.3,0.3,1.0,0.5,0.5,1.0,2.0,0.8,0.0,0.3,1.8,1.8
Malik Hairston,Career,NBA,62.0,0.0,7.6,1.0,2.0,0.512,0.0,0.2,0.16699999999999998,1.0,1.8,0.5489999999999999,0.52,0.3,0.6,0.514,0.4,0.9,1.2,0.5,0.2,0.3,0.4,0.8,2.4
P.J. Hairston,Career,NBA,111.0,54.0,18.0,2.1,6.1,0.34299999999999997,1.1,3.6,0.295,1.0,2.5,0.414,0.431,0.7,0.9,0.81,0.4,2.0,2.4,0.5,0.5,0.2,0.6,1.8,6.0
Marcus Haislip,Career,NBA,89.0,8.0,9.6,1.4,3.2,0.43700000000000006,0.1,0.2,0.35,1.3,3.0,0.444,0.449,0.6,0.9,0.659,0.6,0.9,1.5,0.2,0.2,0.4,0.4,1.1,3.5
Jack Haley,Career,NBA,341.0,54.0,9.6,1.3,3.0,0.425,0.0,0.0,0.0,1.3,3.0,0.426,0.425,0.9,1.4,0.655,1.0,1.7,2.7,0.2,0.2,0.1,0.6,1.7,3.5
Mike Hall,Career,NBA,2.0,0.0,6.5,0.5,2.0,0.25,0.0,0.0,0.0,0.5,2.0,0.25,0.25,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0
Darvin Ham,Career,NBA,417.0,45.0,12.4,1.1,2.1,0.518,0.0,0.0,0.25,1.1,2.0,0.523,0.52,0.6,1.2,0.494,1.1,1.2,2.3,0.5,0.3,0.4,0.7,1.8,2.7
Steve Hamer,Career,NBA,35.0,3.0,7.7,0.9,1.6,0.526,0.0,0.1,0.0,0.9,1.6,0.545,0.526,0.5,0.8,0.552,0.5,1.2,1.7,0.2,0.1,0.1,0.4,1.1,2.2
Daniel Hamilton,Career,NBA,25.0,3.0,9.3,1.1,2.8,0.39399999999999996,0.4,1.1,0.35700000000000004,0.7,1.7,0.419,0.465,0.1,0.2,0.5,0.4,1.7,2.1,1.2,0.3,0.0,0.7,0.8,2.8
Jordan Hamilton,Career,NBA,151.0,21.0,13.9,2.3,5.6,0.408,0.9,2.5,0.35700000000000004,1.4,3.0,0.451,0.489,0.5,0.7,0.67,0.6,2.3,2.8,0.8,0.5,0.2,0.7,1.0,5.9
Justin Hamilton,Career,NBA,113.0,21.0,17.4,2.4,5.1,0.46399999999999997,0.6,1.9,0.309,1.8,3.2,0.56,0.523,0.7,0.9,0.7979999999999999,1.2,2.4,3.6,0.8,0.5,0.6,0.6,1.5,6.1
Richard Hamilton,Career,NBA,921.0,783.0,32.1,6.5,14.4,0.449,0.6,1.7,0.34600000000000003,5.9,12.8,0.46299999999999997,0.469,3.5,4.1,0.852,0.9,2.2,3.1,3.4,0.8,0.1,2.1,2.5,17.1
Tang Hamilton,Career,NBA,9.0,2.0,10.9,1.1,2.1,0.526,0.0,0.1,0.0,1.1,2.0,0.556,0.526,0.0,0.1,0.0,0.7,1.3,2.0,0.6,0.4,0.0,0.2,1.1,2.2
Thomas Hamilton,Career,NBA,33.0,7.0,10.4,1.3,3.3,0.4,0.0,0.0,0.0,1.3,3.3,0.4,0.4,0.6,1.2,0.46299999999999997,1.2,2.2,3.4,0.5,0.1,0.7,1.1,1.1,3.2
Zendon Hamilton,Career,NBA,134.0,15.0,11.6,1.3,3.0,0.44,0.0,0.0,0.0,1.3,3.0,0.44,0.44,1.7,2.6,0.66,1.4,2.1,3.5,0.2,0.3,0.2,0.8,1.6,4.4
Geert Hammink,Career,NBA,8.0,0.0,3.4,0.5,1.3,0.4,0.0,0.0,0.0,0.5,1.3,0.4,0.4,0.8,1.1,0.667,0.4,0.5,0.9,0.3,0.0,0.0,0.3,0.5,1.8
Tom Hammonds,Career,NBA,687.0,60.0,15.2,2.1,4.3,0.48,0.0,0.0,0.0,2.1,4.3,0.48100000000000004,0.48,1.2,1.7,0.691,1.1,2.2,3.3,0.6,0.2,0.2,0.8,1.8,5.3
A.J. Hammons,Career,NBA,22.0,0.0,7.4,0.8,1.9,0.405,0.2,0.5,0.5,0.5,1.5,0.375,0.46399999999999997,0.4,0.9,0.45,0.4,1.3,1.6,0.2,0.0,0.6,0.5,1.0,2.2
Darrin Hancock,Career,NBA,133.0,14.0,10.5,1.5,2.8,0.53,0.0,0.0,0.33299999999999996,1.5,2.7,0.5329999999999999,0.532,0.5,0.9,0.579,0.4,0.8,1.3,0.7,0.4,0.1,0.7,1.2,3.5
Ben Handlogten,Career,NBA,38.0,5.0,12.3,1.8,3.4,0.523,0.0,0.0,0.0,1.8,3.4,0.527,0.523,0.7,1.2,0.614,1.2,2.0,3.2,0.5,0.3,0.2,0.7,2.3,4.3
Dusty Hannahs,Career,NBA,2.0,0.0,13.0,1.5,6.0,0.25,0.0,2.5,0.0,1.5,3.5,0.429,0.25,1.0,1.0,1.0,0.0,0.5,0.5,2.5,0.5,0.0,0.5,0.5,4.0
Ben Hansbrough,Career,NBA,28.0,0.0,7.1,0.5,1.6,0.33299999999999996,0.2,0.8,0.261,0.3,0.8,0.409,0.4,0.8,1.0,0.778,0.1,0.6,0.6,0.8,0.3,0.1,0.6,0.8,2.0
Tyler Hansbrough,Career,NBA,428.0,50.0,16.9,2.2,5.0,0.439,0.0,0.1,0.136,2.2,5.0,0.442,0.44,2.3,3.1,0.738,1.7,2.5,4.2,0.4,0.5,0.2,0.7,2.0,6.7
Bob Hansen,Career,NBA,575.0,325.0,19.3,2.9,6.1,0.46799999999999997,0.3,0.9,0.32299999999999995,2.6,5.2,0.49200000000000005,0.491,0.9,1.3,0.662,0.7,1.5,2.2,1.6,0.6,0.1,1.0,2.1,6.9
Travis Hansen,Career,NBA,41.0,4.0,12.4,1.1,3.2,0.354,0.2,0.7,0.3,0.9,2.4,0.37,0.38799999999999996,0.5,0.7,0.815,0.7,1.0,1.7,0.5,0.2,0.2,0.4,1.6,3.0
Reggie Hanson,Career,NBA,8.0,0.0,3.3,0.4,0.8,0.5,0.0,0.0,0.0,0.4,0.8,0.5,0.5,0.0,0.0,0.0,0.4,0.4,0.8,0.1,0.3,0.1,0.4,1.0,0.8
Bill Hanzlik,Career,NBA,748.0,109.0,20.8,2.5,5.7,0.434,0.1,0.3,0.213,2.4,5.4,0.446,0.439,2.3,2.9,0.7809999999999999,0.9,1.8,2.8,2.8,1.0,0.3,1.5,3.0,7.2
Luke Harangody,Career,NBA,70.0,1.0,12.4,1.5,3.9,0.376,0.3,1.2,0.24100000000000002,1.2,2.6,0.44,0.415,0.4,0.5,0.737,0.9,1.9,2.8,0.5,0.3,0.3,0.3,1.4,3.6
Anfernee Hardaway,Career,NBA,704.0,557.0,33.7,5.7,12.4,0.45799999999999996,0.7,2.3,0.316,5.0,10.1,0.489,0.486,3.1,4.0,0.774,1.4,3.1,4.5,5.0,1.6,0.4,2.5,2.2,15.2
Tim Hardaway,Career,NBA,867.0,770.0,35.3,6.5,15.1,0.431,1.8,5.0,0.355,4.7,10.1,0.469,0.49,2.9,3.8,0.782,0.6,2.7,3.3,8.2,1.6,0.1,2.9,2.3,17.7
Tim Hardaway Jr.,Career,NBA,403.0,179.0,26.1,4.6,11.0,0.418,1.8,5.4,0.34299999999999997,2.8,5.6,0.489,0.502,2.0,2.5,0.816,0.3,2.2,2.6,1.8,0.6,0.2,1.1,1.7,13.1
James Harden,Career,NBA,765.0,552.0,34.1,7.2,16.2,0.44299999999999995,2.6,7.3,0.365,4.5,9.0,0.506,0.525,7.3,8.5,0.857,0.8,4.5,5.2,6.2,1.6,0.5,3.6,2.6,24.3
Alan Hardy,Career,NBA,60.0,0.0,7.0,1.4,3.3,0.431,0.0,0.1,0.0,1.4,3.2,0.442,0.431,0.4,0.7,0.6409999999999999,0.4,0.5,0.9,0.4,0.2,0.2,0.5,0.8,3.2
James Hardy,Career,NBA,249.0,17.0,21.6,2.5,5.1,0.48100000000000004,0.0,0.0,0.33299999999999996,2.4,5.1,0.48200000000000004,0.48200000000000004,0.8,1.1,0.7,1.8,3.5,5.3,1.3,0.7,0.9,1.2,2.4,5.7
Maurice Harkless,Career,NBA,475.0,276.0,23.1,2.9,6.2,0.47600000000000003,0.6,1.9,0.32299999999999995,2.3,4.3,0.544,0.525,0.9,1.4,0.614,1.2,2.5,3.7,0.9,1.0,0.7,0.9,2.0,7.3
Jerome Harmon,Career,NBA,10.0,0.0,15.8,2.1,5.3,0.396,0.1,0.1,1.0,2.0,5.2,0.385,0.406,0.3,0.6,0.5,0.9,1.4,2.3,1.2,0.9,0.0,0.7,1.2,4.6
Derek Harper,Career,NBA,1199.0,883.0,31.5,5.2,11.2,0.46299999999999997,0.9,2.5,0.354,4.3,8.6,0.494,0.503,2.1,2.9,0.745,0.6,1.8,2.4,5.5,1.6,0.3,1.9,2.3,13.3
Justin Harper,Career,NBA,22.0,0.0,6.8,0.8,2.4,0.34,0.4,1.3,0.276,0.5,1.1,0.41700000000000004,0.415,0.0,0.1,0.33299999999999996,0.2,0.6,0.8,0.2,0.1,0.1,0.5,0.5,2.0
Mike Harper,Career,NBA,123.0,38.0,15.4,2.0,4.1,0.474,0.0,0.0,0.0,2.0,4.1,0.478,0.474,1.1,1.9,0.5589999999999999,1.3,2.3,3.5,0.6,0.6,0.8,1.0,2.5,5.0
Ron Harper,Career,NBA,1009.0,967.0,30.9,5.3,11.8,0.446,0.5,1.8,0.289,4.8,10.0,0.474,0.46799999999999997,2.7,3.8,0.72,1.3,3.0,4.3,3.9,1.7,0.7,2.2,2.3,13.8
Matt Harpring,Career,NBA,665.0,349.0,26.4,4.4,9.1,0.48100000000000004,0.2,0.7,0.33299999999999996,4.1,8.4,0.493,0.494,2.5,3.4,0.753,1.9,3.1,5.1,1.4,0.7,0.2,1.5,2.6,11.5
Montrezl Harrell,Career,NBA,255.0,23.0,19.2,4.6,7.3,0.629,0.0,0.1,0.156,4.6,7.2,0.637,0.63,2.0,3.1,0.629,1.5,2.9,4.4,1.2,0.5,0.8,1.0,2.2,11.2
Josh Harrellson,Career,NBA,75.0,4.0,11.8,1.4,3.2,0.43799999999999994,0.4,1.3,0.34700000000000003,1.0,1.9,0.49700000000000005,0.506,0.3,0.5,0.629,1.1,2.0,3.0,0.3,0.4,0.5,0.4,1.3,3.5
Adam Harrington,Career,NBA,19.0,0.0,5.8,0.6,1.9,0.297,0.3,0.7,0.35700000000000004,0.3,1.2,0.261,0.365,0.2,0.2,0.75,0.1,0.4,0.4,0.6,0.1,0.1,0.1,0.4,1.6
Al Harrington,Career,NBA,981.0,445.0,28.6,5.1,11.5,0.444,1.0,2.8,0.35200000000000004,4.1,8.7,0.474,0.48700000000000004,2.2,3.1,0.727,1.5,4.1,5.6,1.7,0.9,0.3,1.9,3.1,13.5
Junior Harrington,Career,NBA,140.0,66.0,22.1,2.1,5.6,0.371,0.1,0.5,0.27399999999999997,1.9,5.1,0.381,0.384,1.0,1.4,0.6890000000000001,0.5,2.2,2.7,3.1,0.9,0.2,1.8,2.9,5.2
Othella Harrington,Career,NBA,709.0,263.0,19.6,2.9,5.6,0.505,0.0,0.0,0.0,2.9,5.6,0.507,0.505,1.7,2.2,0.738,1.5,2.9,4.4,0.6,0.3,0.4,1.3,2.6,7.4
Devin Harris,Career,NBA,985.0,448.0,24.3,3.5,8.2,0.43200000000000005,0.8,2.6,0.325,2.7,5.6,0.48100000000000004,0.483,2.8,3.6,0.7959999999999999,0.3,1.9,2.2,3.9,1.0,0.2,1.7,2.2,10.8
Elias Harris,Career,NBA,2.0,0.0,5.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0
Gary Harris,Career,NBA,312.0,251.0,28.5,4.7,10.1,0.46,1.5,4.1,0.365,3.2,6.0,0.525,0.534,1.6,2.0,0.802,0.6,1.9,2.6,2.1,1.2,0.2,1.3,1.7,12.4
Joe Harris,Career,NBA,262.0,102.0,22.6,3.4,7.1,0.475,1.7,4.0,0.42700000000000005,1.6,3.1,0.539,0.597,0.9,1.1,0.797,0.5,2.4,2.8,1.5,0.4,0.2,1.1,2.0,9.4
